Serial number,text,unix timestamp (milliseconds),whisper_assigned_categories,country,region,Hate targets extracted from the whisper text,Hate categories assigned by us
6121,I hate shallow people...i mean fuck am i really that bad looking..? ,1425760354241,Meet Up,United States,California,shallow people,other
6122,I fucking hate dumb people. Like really fucking hate them. God. I just want to smack them in the face.,1425761476126,Confessions,United States,Tennessee,dumb people,other
6123,I don't like childish people. Please act your age or don't approach me,1425781121832,"LOL,Parenting",United States,California,childish people,behavior
6124,I can't stand unreliable people. ,1425781850509,Confessions,United States,Ohio,unreliable people,behavior
6125,I fucking hate black people ,1425784488716,Confessions,United States,California,black people,race
6126,I can't stand drunk people  ,1425785028473,,,,drunk people,other
6127,Do I agree with homosexuality? No. Do I hate gay people? No. I'm tired of being called anti human ...This is the problem with our society; if you don't agree with someone that means you're supposed to hate them. Like wtf? ,1425787405782,"LOL,Q and A,LGBTQ",United States,Tennessee,gay people,sexual_orientation
6128,"I s2g I HATE 
nosey people 
",1425792100412,"Confessions,Health and Wellness",United States,Louisiana,nosey people,behavior
6129,I don't like mean people. I like nice people though💕,1425799730115,Confessions,,,mean people,behavior
6130,I hate FAKE people ,1425802671025,Confessions,,,fake people,behavior
6131,I dont know what it is but i don't like black people  ,1425805442825,"Confessions,Q and A",,,black people,race
6132,"If I don't like fat people I don't like fat people, stfu we all have opinions, fucking freaks ",1425826433846,"Confessions,Health and Wellness",United Kingdom,England,fat people,physical
6133,I hate gay people!😷😷 but I like hot girls that are bi or lesbian with other hot girls. ,1425833178565,"NSFW,LGBTQ",United States,Kentucky,gay people,sexual_orientation
6134,I hate old people. With a passion. Sorry not sorry.,1425839221388,,United States,North Carolina,old people,physical
6135,"I can't stand ugly people that think they are top notch material, male or female!",1425841016343,,,,ugly people,physical
6136,I hate homophobic people,1425844449237,,Canada,Alberta,homophobic people,sexual_orientation
6137,I CAN'T STAND STUPID PEOPLE!,1425860211486,Confessions,United Arab Emirates,أبوظبي,stupid people,other
6138,"I can't stand religious people that have the vain and presumptuous desire for a second life. 
Stop whining and just be grateful you're alive.",1425862636065,"Faith,Confessions",United Kingdom,England,religious people,religion
6139,I hate white people,1425863343702,Confessions,,,white people,race
6140,"You may think I have a fucked up way of thinking, but if you don't like it, don't fucking talk to me. I'm racist, I don't give a fuck about the people in africa, and I don't like ignorant people. ",1425863361849,Confessions,United States,Virginia,ignorant people,behavior
6141,I hate black people,1425863375247,,,,black people,race
6142,Why am I so vain? I hate ugly people. How are they so oblivious to their looks ,1425864366817,Q and A,,,ugly people,physical
6143,I hate judgemental people. People should be able to do whatever they want regardless of their size,1425868166405,"Confessions,Q and A",United States,Iowa,judgemental people,behavior
6144,Sometimes I just hate white people. And I AM a white people. ,1425868172161,Confessions,United States,California,white people,race
6145,I don't mind transexuals but I hate gay people.. Is that weird?,1425886192587,,,,gay people,sexual_orientation
6146,"I can't stand rude people. Even when I'm in a bad mood, I act happy and nice to everyone. 
It's not difficult to fake it for the sake of being polite. ",1425892328163,"Sports,Confessions",Australia,Western Australia,rude people,behavior
6147,Not everyone that goes/works at the masque is gay/bi/lesbian. So don't judge people for why they go/work there. I hate judgemental people. Like get over yourself & your opinions. ,1425917499283,"Work,LOL,LGBTQ",United States,Ohio,judgemental people,behavior
6148,"I don't hate black people, I don't hate white people. I hate stupid people. I think that's a fair standard. Even though that means I hate roughly 94% of humanity ",1425923422148,Confessions,United Kingdom,England,stupid people,other
6149,I hate fat people they're not even people!,1425925290334,"Confessions,Health and Wellness",United States,California,fat people,physical
6150,"I hate skinny people 
",1425939653599,Meet Up,United States,Florida,skinny people,physical
6151,I really hate dumb people,1425947312184,Confessions,United States,Louisiana,dumb people,other
6152,I hate racist people ,1425950230633,Confessions,United States,California,racist people,race
6153,I hate MEXICAN PEOPLE.,1425950253861,Confessions,,,mexican people,behavior
6154,I never have anyone to talk to or hangout with. I'm so sick of fake people that only hangout with me when they don't have anything better to do. ,1425952939014,Meet Up,United States,Michigan,fake people,behavior
6155,So my boss said that I don't need to be with a white guy because I'll end up dead and i need to stick to chocolate guys...idgaf i really hate racist people,1425955487939,,,,racist people,race
6156,"i don't like judgemental people. if you're around me and you make fun of the 'fat' girl or the 'ugly' guy, i will automatically
lose respect for you. ",1425958650716,"Confessions,LOL",Australia,Victoria,judgemental people,behavior
6157,I cannot stand judgmental people. They sadden me daily.,1425963592797,,United States,Wisconsin,judgmental people,behavior
6158,I hate messy people.,1425964906737,Confessions,United States,Nevada,messy people,behavior
6159,I don't like white people.,1425965983625,Confessions,United States,Oklahoma,white people,race
6160,I really hate fake people,1425969990781,Confessions,,,fake people,behavior
6161,I hate Racist People!! You do not know your facts ! HUMANS are bad people. Christianity and Islam preach peace. ,1425988586407,"Faith,Sports,LOL",United States,Michigan,racist people,race
6162,I FUCKING HATE STUPID PEOPLE! ,1425993569633,,United States,Pennsylvania,stupid people,other
6163,I hate old people dealing with electronics. ,1425995726406,,United States,Pennsylvania,old people,physical
6164,"I hate racist people beyond words, or when they say everyone absolutely needs to learn English and we shouldn't learn their language. America is a melting pot you fucks, get real.",1426001442666,"Confessions,LOL",United States,Illinois,racist people,race
6165,If you can like me because of the fat on my chest then you can deal with the fat around my waist. I hate shallow people! ,1426002242464,,,,shallow people,other
6166,"I am running 2 hours a day, keeping a healthy vegeterian diet while you are eating whatever you find and being lazy all day.

There have to be some difference between us.
I don't like fat people.",1426002399308,,,,fat people,physical
6167,I hate ugly people ,1426003796035,Confessions,United States,Ohio,ugly people,physical
6168,I fucking hate old people lol. ,1426006453586,Confessions,United States,California,old people,physical
6169,I hate superficial people.,1426016563544,Confessions,United States,Texas,superficial people,behavior
6170,"I hate shallow people!

They are one step above bullies ",1426017377486,,United Kingdom,England,shallow people,other
6171,Ever since I've worked my second job I fucking hate old people like I don't take this shitty ass job serious because I have my life ahead of me power hungry bitch. ,1426019940242,"Work,NSFW,Health and Wellness",United States,Tennessee,old people,physical
6172,I hate white people. 😘😘,1426020326500,Confessions,,,white people,race
6173,I hate ungrateful people,1426023487203,,,,ungrateful people,behavior
6174,You wanna talk about me? Tell me to my face you fucking pussy. I can't stand fake people.,1426024105281,Meet Up,,,fake people,behavior
6175,"Tbh, I just can't stand black people",1426024693461,"Sports,Confessions",United States,Georgia,black people,race
6176,"I can't stand rude people. Your situation is no ones fault but your own. And if it's not, that's still not our problem, it's yours. Ignorant rude narcissistic ass.",1426042560186,"LOL,NSFW",United States,Mississippi,rude people,behavior
6177,I hate emo people i wanna tell them to get over it already and move on,1426048442542,Confessions,United States,California,emo people,behavior
6178,I hate fake people...Barbie is a doll QUITE TRYING TO LOOK LIKE THAT B🙏TCH,1426052302714,"Celebrities and Pop Culture,Sports",United States,Missouri,fake people,behavior
