Tweet id (you need to refetch them using Twitter API),Hate targets extracted from the tweet text,Hate categories assigned by us
 557251374883536896 ,nigger,race
 557251374891929600 ,nigger,race
 557251374900330496 ,nigger,race
 557251374904524802 ,nigger,race
 557251374900346882 ,nigger,race
 557251374900346881 ,nigger,race
 557251374904541185 ,nigger,race
 557279778718646274 ,nigga,race
 557358057001201665 ,nigga,race
 557375907971997696 ,nigga,race
 557380311999586305 ,nigga,race
 557386133689348096 ,nigger,race
 557386473436377088 ,nigga,race
 557386808984862722 ,niggah,race
 557405842727657472 ,nigga,race
 557473828184412160 ,nigger,race
 557502097818935298 ,nigga,race
 557641260618756097 ,nigga,race
 557645677225054210 ,nigga,race
 557676127876308992 ,nigga,race
 557693802660777984 ,nigga,race
 557697225200250881 ,nigga,race
 557700748411432960 ,nigga,race
 557711158678151168 ,nigga,race
 557714161808195584 ,nigga,race
 557729777214586880 ,nigger,race
 557739537368363008 ,nigga,race
 557746625733730304 ,nigga,race
 557757631562260481 ,nigga,race
 557786815563067392 ,nigga,race
 557801462076809216 ,nigga,race
 557949697168379907 ,nigga,race
 557959931244974081 ,nigga,race
 557983813632917504 ,nigga,race
 557984501494996992 ,nigga,race
 557988146328371200 ,nigga,race
 558005665960972288 ,dyke,sexual_orientation
 558011718312681472 ,nigga,race
 558019809141858304 ,nigga,race
 558028122264969217 ,nigga,race
 558031158915891202 ,nigga,race
 558039212004769796 ,nigga,race
 558045834810769409 ,nigga,race
 558050452722700289 ,nigger,race
 558079494087794689 ,nigga,race
 558088922874793984 ,nigga,race
 558090176992673796 ,nigger,race
 558092504814616578 ,nigga,race
 558103410004996096 ,nigga,race
 558104412452061184 ,nigger,race
 558126487044628483 ,nigger,race
 558128970101948418 ,nigga,race
 558135194423930880 ,nigga,race
 558138772169453569 ,nigga,race
 558146464514195458 ,nigga,race
 558288211026268160 ,nigga,race
 558290526311428099 ,nigger,race
 558300319982305281 ,nigga,race
 558316400973197313 ,nigga,race
 558337829655162880 ,nigga,race
 558348512535281664 ,nigger,race
 558384608719683586 ,nigga,race
 558436454515228672 ,nigger,race
 558437133984485377 ,nigger,race
 558439038214885376 ,nigga,race
 558444838912544768 ,nigger,race
 558451113608114177 ,nigga,race
 558463570682589184 ,nigga,race
 558464967402614785 ,nigger,race
 558477013439094785 ,nigga,race
 558484336698462208 ,nigga,race
 558658547102138370 ,nigga,race
 558664171688955904 ,nigga,race
 558671150973464576 ,nigga,race
 558672610612228096 ,nigga,race
 558676536480391168 ,nigga,race
 558701547111333888 ,nigga,race
 558755884327632896 ,nigga,race
 558763140465561600 ,nigga,race
 558763945767739393 ,nigga,race
 558775928919040001 ,nigga,race
 558779850559746050 ,nigga,race
 558781633172865024 ,nigga,race
 558790676092305408 ,nigga,race
 558903574164275201 ,nigga,race
 558996863874236416 ,nigga,race
 558997316854878208 ,nigga,race
 559090069676761089 ,nigger,race
 559109426410713089 ,nigga,race
 559147519088029696 ,nigga,race
 559191685109141506 ,nigga,race
 559242016731570177 ,nigga,race
 559305237488742401 ,nigga,race
 559377706660691968 ,nigga,race
 559383763248242689 ,nigga,race
 559435944558735360 ,dyke,sexual_orientation
 559440046626205696 ,nigga,race
 559485005366177792 ,nigga,race
 559504412381421569 ,nigga,race
 559506576663650304 ,nigga,race
 559519331550113794 ,nigga,race
 559542358258114560 ,nigga,race
 559543352320733185 ,nigga,race
 559549966725554176 ,nigga,race
 559563069735448576 ,nigga,race
 559566366450003969 ,nigga,race
 559571034718752769 ,nigga,race
 559572368524181504 ,nigga,race
 559575795270578178 ,nigga,race
 559578370573234176 ,nigga,race
 559582887842807808 ,dyke,sexual_orientation
 559605700662681601 ,nigga,race
 559616635183849473 ,nigga,race
 559647064884142080 ,nigga,race
 559714739962388483 ,nigga,race
 559719244636913664 ,nigga,race
 559723321496178688 ,nigger,race
 559726467232579584 ,nigga,race
 559747677844668417 ,nigga,race
 559766946456305664 ,nigga,race
 559775519609458688 ,nigga,race
 559781240640118785 ,nigga,race
 559786412225339392 ,nigga,race
 559848848655654913 ,nigga,race
 559850832544268289 ,nigga,race
 559873049756180480 ,nigga,race
 559888640009338880 ,nigga,race
 559901000635785216 ,nigga,race
 559913059250999296 ,nigga,race
 559913101185654784 ,nigga,race
 559913981968527361 ,nigga,race
 559917559730806785 ,nigga,race
 559934928335278080 ,nigga,race
 559940590670856193 ,nigga,race
 559954406687248384 ,nigga,race
 559957489505296385 ,nigga,race
 559963269247811584 ,nigga,race
 560089949815316480 ,nigga,race
 560112594875592704 ,nigga,race
 560136791798190080 ,nigga,race
 560137123136016386 ,nigga,race
 560138280767729664 ,nigga,race
 560199802827579392 ,nigga,race
 560225887220940800 ,nigga,race
 560259148030681089 ,nigga,race
 560265263346892801 ,nigga,race
 560272485909032960 ,nigga,race
 560281998611054593 ,nigga,race
 560341469656268800 ,nazi,race
 560354622985224192 ,nigga,race
 560500878378299392 ,nigga,race
 560502593840218112 ,nigga,race
 560515512279764993 ,nigga,race
 560522604851630080 ,nigga,race
 560544046155071489 ,nigga,race
 560544935321948160 ,nigga,race
 560596613366677505 ,nigga,race
 560599687775154176 ,nigga,race
 560649939714179072 ,nigga,race
 560672907731288065 ,nigger,race
 560675332060360705 ,nigga,race
 560831783793475584 ,nigga,race
 560832501015662593 ,nigga,race
 560851090162188290 ,nigger,race
 560878533480693760 ,nigga,race
 560885525389660160 ,nigga,race
 560892802515873792 ,nigga,race
 560902789145296896 ,retard,disability
 560942135902351360 ,nigga,race
 560991444144386048 ,nigga,race
 560995491652317185 ,nigga,race
 561003435659915264 ,nigga,race
 561013174837977089 ,nigga,race
 561015259419258880 ,nigga,race
 561019856385212416 ,nigga,race
 561022041617629186 ,nigga,race
 561028190471069697 ,nigga,race
 561045022192041986 ,nigger,race
 561045022217224192 ,nigger,race
 561045022213042176 ,nigger,race
 561045173195788288 ,nigger,race
 561046980957581312 ,nigga,race
 561063724619149312 ,nigga,race
 561164434039513089 ,nigga,race
 561170058597380098 ,nigga,race
 561171719550160896 ,nigga,race
 561171916669468672 ,nigga,race
 561189025218719744 ,nigga,race
 561211670303735808 ,nigger,race
 561229282161082368 ,nigga,race
 561254011803021312 ,nigga,race
 561257748927877120 ,nigga,race
 561261129515958272 ,nigga,race
 561267538404081665 ,nigga,race
 561286467314405376 ,nigga,race
 561317207356239872 ,nigga,race
 561323331056439296 ,nigga,race
 561343144957329410 ,nigga,race
 561370923824332801 ,nigga,race
 561383343166873601 ,nigga,race
 561401017963524097 ,nigga,race
 561413311431192576 ,nigga,race
 561421620355428352 ,nigga,race
 561562985190014976 ,nigga,race
 561594887062044673 ,nigga,race
 561612943561728000 ,nigga,race
 561634770715947008 ,nigga,race
 561691637076602880 ,nigga,race
 561708590470152193 ,nigga,race
 561714936414744576 ,nigga,race
 561744325911281664 ,nigga,race
 561747521974722560 ,nigger,race
 561761614828163072 ,nigga,race
 561765536506589184 ,nigga,race
 561768011149758464 ,nigga,race
 561779247707344896 ,nigga,race
 561921669472980992 ,nigga,race
 561938396377931777 ,nigga,race
 561962165499097088 ,nigga,race
 561972676416524288 ,nigga,race
 561984068133208064 ,nigga,race
 561984189776822272 ,nigga,race
 561990363775524866 ,nigga,race
 562025767899787264 ,nigga,race
 562029786068180992 ,nigga,race
 562038086566445056 ,nigga,race
 562040993222897665 ,nigga,race
 562058114393202688 ,nigga,race
 562076686771314688 ,nigga,race
 562076846146088961 ,nigga,race
 562085016650276866 ,nigga,race
 562086182658777088 ,nigga,race
 562088699265945600 ,nigger,race
 562097880580632576 ,nigga,race
 562119066001756161 ,nigga,race
 562123843343769600 ,nigga,race
 562168470738329601 ,nigga,race
 562285428901158912 ,nigga,race
 562393834878160896 ,nigga,race
 562398012396548097 ,nigga,race
 562402496120094722 ,nigga,race
 562408586220146689 ,nigga,race
 562420187690196993 ,nigga,race
 562462021682094080 ,nigga,race
 562465993654415360 ,nigga,race
 562476064203497473 ,nigga,race
 562492933669408768 ,nigga,race
 562570511516176384 ,nigga,race
 562607861822681088 ,nigga,race
 562661209183649792 ,dyke,sexual_orientation
 562701898122534912 ,faggot,sexual_orientation
 562745208484691969 ,nigga,race
 562750019359768576 ,nigga,race
 562777328460505088 ,nigga,race
 562781111718514691 ,nigga,race
 562805015082180609 ,nigga,race
 562809859478155266 ,nigga,race
 562812069880561665 ,nigga,race
 562817467966558208 ,nigga,race
 562829954388623362 ,nigga,race
 562835465725034496 ,nigga,race
 562844038857252864 ,dyke,sexual_orientation
 562851236308074497 ,nigga,race
 562851810902556673 ,nigga,race
 562856022021529600 ,nigga,race
 563001170097373184 ,nigga,race
 563011525829726209 ,nigga,race
 563045097030549505 ,nigga,race
 563050323120783360 ,nigga,race
 563067431720337410 ,nigga,race
 563082497651908608 ,nigga,race
 563120468694032384 ,nigga,race
 563152819348594688 ,nigga,race
 563158984983465986 ,nigga,race
 563173178496016386 ,nigga,race
 563175443436535809 ,nigga,race
 563177557365755904 ,nigga,race
 563211812230164480 ,nigga,race
 563212382671880193 ,nigga,race
 563358050825019393 ,nigga,race
 563369992033677312 ,nigga,race
 563378334466592768 ,nazi,race
 563404754404245504 ,nigga,race
 563442050142466048 ,nigga,race
 563524837344542720 ,nigger,race
 563541513863708672 ,nigga,race
 563548048606134272 ,nigga,race
 563655250843029504 ,nigga,race
 563730366620782592 ,nigga,race
 563730366633345025 ,nigga,race
 563730672788189184 ,nigga,race
 563731121586716672 ,nigga,race
 563733571068645377 ,nigga,race
 563832527270326272 ,nigga,race
 563835140346875904 ,nigga,race
 563866354353446912 ,cunt,gender
 563871827898806272 ,nigga,race
 563875044929966080 ,nigger,race
 563890287035310080 ,nigga,race
 563905227145768960 ,nigga,race
 563909811507429376 ,nigga,race
 563922985829298176 ,nigger,race
 563923652744585216 ,nigga,race
 563925540156231680 ,nigga,race
 563941696602640384 ,nigga,race
 563951150572261376 ,nigga,race
 564052958917042176 ,nigga,race
 564110890648494081 ,nigga,race
 564116070613921793 ,nigga,race
 564117274399752192 ,nigga,race
 564118591399010304 ,nigga,race
 564151600566902784 ,nigga,race
 564167706685886465 ,nigga,race
 564172903449501696 ,nigga,race
 564175822651916290 ,nigga,race
 564202334855901184 ,nigga,race
 564230684148256768 ,nigga,race
 564249315263414272 ,nigga,race
 564272287483199489 ,nigga,race
 564320073158893568 ,nigger,race
 564325785797160960 ,nigga,race
 564344177849139200 ,dyke,sexual_orientation
 564412935066640384 ,nigga,race
 564421952820236288 ,dyke,sexual_orientation
 564439711515942912 ,nigga,race
 564479297357090816 ,nigga,race
 564483370009100288 ,nigga,race
 564493834810179584 ,nigga,race
 564501283869298689 ,nigga,race
 564513799672451073 ,nigga,race
 564515288667148291 ,nigga,race
 564522825831448576 ,nigga,race
 564523270444441601 ,nigga,race
 564523597587554304 ,nigga,race
 564523933114720256 ,nigga,race
 564524520347009025 ,nigga,race
 564525300479188993 ,nigga,race
 564609022981316609 ,nigga,race
 564615150863650819 ,nigga,race
 564615985517178882 ,nigger,race
 564693982782173184 ,nigga,race
 564714971096178688 ,nigga,race
 564777092932706304 ,nigga,race
 564792544723488768 ,nigga,race
 564792821555949568 ,faggot,sexual_orientation
 564821695161466880 ,nigga,race
 564849172034387968 ,paki,ethnicity
 564854830146260992 ,nigga,race
 564858537919393793 ,nigga,race
 564882902639710208 ,dyke,sexual_orientation
 564929019003801601 ,faggot,sexual_orientation
 564939097907949570 ,nigga,race
 564940180042579968 ,nigga,race
 564942759535341570 ,nigga,race
 564973306663956480 ,nigga,race
 564987152052658177 ,paki,ethnicity
 565001202984054784 ,nigga,race
 565004197704519681 ,nigga,race
 565006676533997569 ,nigga,race
 565027442562043904 ,nigga,race
 565034103087828993 ,nigga,race
 565035755656183808 ,nigga,race
 565036305088663555 ,nigga,race
 565038586828181507 ,nigga,race
 565150838952566786 ,nigga,race
 565150889288400897 ,nigga,race
 565156652287287297 ,nigga,race
 565192119305121793 ,nigger,race
 565216823764086784 ,nigga,race
 565229335355719682 ,nigga,race
 565276571637145603 ,nigga,race
 565288466662301698 ,nigga,race
 565316400722771968 ,nigga,race
 565342757724889088 ,nigga,race
 565350156485550082 ,nigga,race
 565355349025513473 ,nigga,race
 565381987054395392 ,nigga,race
 565382146463125504 ,nigga,race
 565390488904417280 ,dyke,sexual_orientation
 565397464052928512 ,nigga,race
 565408713180479488 ,nigga,race
 565422185272336384 ,dyke,sexual_orientation
 565494541198036993 ,nigga,race
 565505358312255488 ,nigga,race
 565532222841978881 ,nigga,race
 565566876156063744 ,nigga,race
 565607296664100865 ,nigga,race
 565618818438168577 ,nigga,race
 565642885371273216 ,nigga,race
 565684765484122114 ,nigga,race
 565697860076056578 ,nigga,race
 565723298550775808 ,nigga,race
 565739069112475648 ,nigga,race
 565755208819822593 ,nigga,race
 565770539008937985 ,nigga,race
 565926076367798274 ,dyke,sexual_orientation
 565935077344174080 ,nigga,race
 565953817502826496 ,nigga,race
 565954052379258880 ,nigga,race
 565964127114240000 ,nigga,race
 565982464578170880 ,nigga,race
 565997601850277888 ,nigga,race
 565999891944448000 ,faggot,sexual_orientation
 566002974724751360 ,nigga,race
 566019227660730370 ,retard,disability
 566039024792793088 ,nigga,race
 566039427420798977 ,nazi,race
 566051267961950210 ,nigga,race
 566058578633830400 ,nigga,race
 566094649647824896 ,nigga,race
 566098256753471488 ,nigga,race
 566099196286353410 ,nigga,race
 566207283462692864 ,nigga,race
 566232986174386176 ,nigga,race
 566275755475480576 ,nigga,race
 566317178430189568 ,nigga,race
 566350032421797888 ,nigga,race
 566442974008340480 ,nigga,race
 566484682175684608 ,nazi,race
 566515845850230784 ,nigga,race
 566660947805483008 ,nigga,race
 566724181132578816 ,nigga,race
 566731928011698176 ,nigga,race
 566740153033846785 ,nigga,race
 566770062590509057 ,nigga,race
 566776026928128003 ,nigga,race
 566790128165990401 ,nigga,race
 566817709917089793 ,nigga,race
 566846541533425664 ,nigga,race
 566859225121312768 ,nigga,race
 567014192084172801 ,nigga,race
 567015144194965504 ,nigga,race
 567055631794716673 ,nigga,race
 567060656592261121 ,nigga,race
 567082395669917697 ,nigga,race
 567112179389059073 ,nigga,race
 567138976805715968 ,nigger,race
 567164566253998080 ,nigga,race
 567175433691492352 ,nigga,race
 567178411660312576 ,nigga,race
 567181926499647488 ,nigga,race
 567188566057291776 ,nigga,race
 567238088196231168 ,nigga,race
 567327980519960576 ,nigga,race
 567361723704033282 ,nigga,race
 567363539854450688 ,nigga,race
 567366761092493312 ,nigga,race
 567383563436584960 ,nigga,race
 567384683323719680 ,nigga,race
 567389091533029378 ,nigga,race
 567456871519248384 ,nigga,race
 567474768610619392 ,nigga,race
 567475322246144001 ,nigga,race
 567480871297753089 ,nigga,race
 567492938331328512 ,nigga,race
 567513704309084160 ,nigga,race
 567528468280512513 ,nigga,race
 567528929633001472 ,nigga,race
 567534763930824705 ,nigga,race
 567561842353266688 ,nigga,race
 567568188334829568 ,nigga,race
 567568276390027264 ,nigga,race
 567568276390031360 ,nigga,race
 567568276406808577 ,nigga,race
 567568276406796289 ,nigga,race
 567568276398407681 ,nigga,race
 567568276406800384 ,nigga,race
 567568276402606080 ,nigga,race
 567568276390019073 ,nigga,race
 567568276406796288 ,nigga,race
 567568276398424067 ,nigga,race
 567568276398415873 ,nigga,race
 567568486117818369 ,nigga,race
 567570188992671744 ,nigga,race
 567586282562269184 ,nigga,race
 567588203566481408 ,nigga,race
 567588920763113472 ,nigga,race
 567687503692693504 ,nigger,race
 567698010407469059 ,nigga,race
 567720131175129088 ,nigga,race
 567816717608448000 ,nigga,race
 567830927935598592 ,nigga,race
 567844077057765376 ,nigga,race
